,Service,Type,Rating,Hires,Price,Zip Code
0,"Dave Czarnecki, CFP®, CLU®, ChFC®, RICP®",340,5,221,,30303
1,Teresa Shaloo and Associates,340,5,17,,30303
2,Eliason Consulting Group,340,5,10,,30303
3,LinSystem Solution LLC,340,5,31,,30303
4,JP Advising,340,5,164,,30303
5,Kristian Ojonta-Financial Advisor,340,5,4,,30303
6,Adam - National Association Of Retirement Services,340,5,61,,30303
7,Planned Purpose Financials- Fiduciary Planner,340,5,,,30303
8,"Ekenna CFP®, AAMS® at Bay Street",340,5,11,,30303
9,Financial Services Professional,340,5,9,,30303
10,Kevis Rosario - Notary and Financial Services,340,5,25,,30303
11,Immanuel & AnG's Financal Services LLC,340,5,6,,30303
12,Success Wealth Management,340,5,3,,30303
13,FirstCorr Financial Services LLC,340,4.5,50,,30303
14,Mitchell Advisory Services,340,5,3,,30303
15,Woodson Wealth Management,340,5,7,,30303
16,Ricky Rakib,340,5,,,30303
17,"Fair Winds Tax and Financial, LLC",340,5,36,,30303
18,JAH Financial Services,340,5,,,30303
19,"Eddy Company, LLC",340,5,99,,30303
20,Functional Cents: Personal Financial Coaching,340,5,,,30303
21,LEE ENNIS TAX,340,4.5,46,,30303
22,"Stephens Tax Service, LLC, Mobile Notary",340,5,111,,30303
23,Janet Pineda,340,5,,,30303
24,Number Sense Accounting & Bookkeeping Services,340,5,12,,30303
25,"Kenneth P. Rapoport CPA, Ltd.",340,4.5,7,,30303
26,Cameron Folse - Northwestern Mutual,340,5,,,30303
27,"Jonathan Barrett CFP, CLU, ChFC, RICP, RPS",340,5,2,,30303
28,"Myles McHenry, CRPC® - Finance",340,5,,,30303
29,Yellow Rose Tax/Business Services,340,5,8,,30303
