,Service,Type,Rating,Hires,Price,Zip Code
0,"Dave Czarnecki, CFP®, CLU®, ChFC®, RICP®",340,5,221,,99801
1,Teresa Shaloo and Associates,340,5,17,,99801
2,Eliason Consulting Group,340,5,10,,99801
3,LinSystem Solution LLC,340,5,31,,99801
4,JP Advising,340,5,164,,99801
5,Kristian Ojonta-Financial Advisor,340,5,4,,99801
6,Adam - National Association Of Retirement Services,340,5,61,,99801
7,Planned Purpose Financials- Fiduciary Planner,340,5,,,99801
8,"Ekenna CFP®, AAMS® at Bay Street",340,5,11,,99801
9,Financial Services Professional,340,5,9,,99801
10,Success Wealth Management,340,5,3,,99801
11,Kevis Rosario - Notary and Financial Services,340,5,25,,99801
12,Immanuel & AnG's Financal Services LLC,340,5,6,,99801
13,FirstCorr Financial Services LLC,340,4.5,50,,99801
14,Mitchell Advisory Services,340,5,3,,99801
15,Woodson Wealth Management,340,5,7,,99801
16,Ricky Rakib,340,5,,,99801
17,JAH Financial Services,340,5,,,99801
18,"Fair Winds Tax and Financial, LLC",340,5,36,,99801
19,"Eddy Company, LLC",340,5,99,,99801
20,Functional Cents: Personal Financial Coaching,340,5,,,99801
21,LEE ENNIS TAX,340,4.5,46,,99801
22,"Stephens Tax Service, LLC, Mobile Notary",340,5,111,,99801
23,Janet Pineda,340,5,,,99801
24,"Myles McHenry, CRPC® - Finance",340,5,,,99801
25,Number Sense Accounting & Bookkeeping Services,340,5,12,,99801
26,"Kenneth P. Rapoport CPA, Ltd.",340,4.5,7,,99801
27,Cameron Folse - Northwestern Mutual,340,5,,,99801
28,"Jonathan Barrett CFP, CLU, ChFC, RICP, RPS",340,5,2,,99801
29,Yellow Rose Tax/Business Services,340,5,8,,99801
