,Service,Type,Rating,Hires,Price,Zip Code
0,"Dave Czarnecki, CFP®, CLU®, ChFC®, RICP®",340,5,221,,03301
1,Teresa Shaloo and Associates,340,5,17,,03301
2,Eliason Consulting Group,340,5,10,,03301
3,LinSystem Solution LLC,340,5,31,,03301
4,JP Advising,340,5,164,,03301
5,Kristian Ojonta-Financial Advisor,340,5,4,,03301
6,Adam - National Association Of Retirement Services,340,5,61,,03301
7,Planned Purpose Financials- Fiduciary Planner,340,5,,,03301
8,"Ekenna CFP®, AAMS® at Bay Street",340,5,11,,03301
9,Financial Services Professional,340,5,9,,03301
10,Success Wealth Management,340,5,3,,03301
11,Kevis Rosario - Notary and Financial Services,340,5,25,,03301
12,"Eddy Company, LLC",340,5,99,,03301
13,Immanuel & AnG's Financal Services LLC,340,5,6,,03301
14,FirstCorr Financial Services LLC,340,4.5,50,,03301
15,Mitchell Advisory Services,340,5,3,,03301
16,Woodson Wealth Management,340,5,7,,03301
17,Ricky Rakib,340,5,,,03301
18,"Fair Winds Tax and Financial, LLC",340,5,36,,03301
19,JAH Financial Services,340,5,,,03301
20,Functional Cents: Personal Financial Coaching,340,5,,,03301
21,LEE ENNIS TAX,340,4.5,46,,03301
22,"Stephens Tax Service, LLC, Mobile Notary",340,5,111,,03301
23,Janet Pineda,340,5,,,03301
24,"Myles McHenry, CRPC® - Finance",340,5,,,03301
25,"Lifetime Tax and Accounting, PLLC.",340,5,15,,03301
26,Number Sense Accounting & Bookkeeping Services,340,5,12,,03301
27,"Kenneth P. Rapoport CPA, Ltd.",340,4.5,7,,03301
28,Cameron Folse - Northwestern Mutual,340,5,,,03301
29,"Jonathan Barrett CFP, CLU, ChFC, RICP, RPS",340,5,2,,03301
