,Service,Type,Rating,Hires,Price,Zip Code
0,"Katie Beth Nutrition, Registered Dietitian",12,5,67,495,19901
1,Cassi Nunes,12,5,164,249,19901
2,Beau Gardner,12,5,142,100,19901
3,Nolan King's Nutrition and Training,12,5,744,199,19901
4,Weightloss For Busy Proffessionals,12,5,,,19901
5,HypertroFit LLC,12,5,185,170,19901
6,The Fitness Rebellion | Nutrition & Health Coach,12,5,4,57,19901
7,Christine Semple Wellness,12,5,14,125,19901
8,Thibert Fitness and Nutrition Coaching,12,5,103,99,19901
9,Nourishing Health 'n' Wellness LLC,12,5,2,100,19901
10,Dearing_Fitness,12,5,,,19901
11,Miller Fitness LLC,12,5,47,35,19901
12,We Help You Be YOUR BEST @MAD Fitness,12,5,2,99,19901
13,Sandler Strength and Fitness,12,5,16,100,19901
14,Elevated Being by Jordan Harold,12,5,3,75,19901
15,Krew Wellness,12,5,15,80,19901
16,Fitbasics by Ana,12,5,19,125,19901
17,"I.M.D. Fitness, LLC( Impact.Momentum.Destiny )",12,5,24,300,19901
18,BodyWorks byAnn,12,5,12,200,19901
19,Mission Nutrition Therapy by Laila,12,5,11,125,19901
20,Flexible Living Nutrition and Yoga,12,5,9,100,19901
21,Hit Your Goal GUARANTEED w/ Coach P (Remote),12,4.5,121,,19901
22,Strong Pure & Simple,12,5,49,99,19901
23,Sebsbest LLC.,12,5,3,40,19901
24,Dr. Terri Widdick ⭐️,12,5,30,,19901
25,Ultravitality,12,5,39,60,19901
26,Maxximum Performance,12,5,17,100,19901
27,TMaura,12,5,,85,19901
28,Body Evolution 🍃 💪🏼,12,5,212,170,19901
29,Nutritional Therapist & Healthy Chef,12,4.5,38,79,19901
