,Service,Type,Rating,Hires,Price,Zip Code
0,"Dave Czarnecki, CFP®, CLU®, ChFC®, RICP®",340,5,221,,21401
1,Teresa Shaloo and Associates,340,5,17,,21401
2,Eliason Consulting Group,340,5,10,,21401
3,LinSystem Solution LLC,340,5,31,,21401
4,JP Advising,340,5,164,,21401
5,Kristian Ojonta-Financial Advisor,340,5,4,,21401
6,Adam - National Association Of Retirement Services,340,5,61,,21401
7,Planned Purpose Financials- Fiduciary Planner,340,5,,,21401
8,"Ekenna CFP®, AAMS® at Bay Street",340,5,11,,21401
9,Financial Services Professional,340,5,9,,21401
10,Success Wealth Management,340,5,3,,21401
11,Kevis Rosario - Notary and Financial Services,340,5,25,,21401
12,JAH Financial Services,340,5,,,21401
13,Immanuel & AnG's Financal Services LLC,340,5,6,,21401
14,"Bridges and Associates, CPA's",340,5,35,,21401
15,FirstCorr Financial Services LLC,340,4.5,50,,21401
16,Mitchell Advisory Services,340,5,3,,21401
17,Woodson Wealth Management,340,5,7,,21401
18,Ricky Rakib,340,5,,,21401
19,"Fair Winds Tax and Financial, LLC",340,5,36,,21401
20,"Eddy Company, LLC",340,5,99,,21401
21,Functional Cents: Personal Financial Coaching,340,5,,,21401
22,LEE ENNIS TAX,340,4.5,46,,21401
23,"Stephens Tax Service, LLC, Mobile Notary",340,5,111,,21401
24,Janet Pineda,340,5,,,21401
25,"Myles McHenry, CRPC® - Finance",340,5,,,21401
26,Number Sense Accounting & Bookkeeping Services,340,5,12,,21401
27,"Kenneth P. Rapoport CPA, Ltd.",340,4.5,7,,21401
28,Cameron Folse - Northwestern Mutual,340,5,,,21401
29,"Jonathan Barrett CFP, CLU, ChFC, RICP, RPS",340,5,2,,21401
