,Service,Type,Rating,Hires,Price,Zip Code
0,TutorWithTheBest,17,5,216,,95814
1,OmniBios Inc. DBA EpiStat-E Consulting,17,5,211,,95814
2,Hayes Accounting Solutions,17,5,38,,95814
3,"Collaborative Business Solutions, LLC",17,5,3,,95814
4,Blackburn Labs,17,5,,,95814
5,Muse Platforms - Web Development & Data Services,17,5,4,,95814
6,Nathaniel Jacobson CPAs,17,5,74,,95814
7,Ph.D- 20+ yr SAT/ACT/GRE experience,17,5,78,,95814
8,Statement & Purpose,17,5,31,,95814
9,Aaron J. Armstrong,17,5,2,,95814
10,Jeff Waters Consulting / Equalis LLC,17,5,20,,95814
11,Project Consultants,17,5,,,95814
12,Robert Paul Chase Consulting LLC,17,5,,,95814
13,Honest Modeling,17,5,,,95814
14,Simply Data Group,17,5,,,95814
15,Mike Powers,17,5,,,95814
16,InfoSuite Technologies,17,5,,,95814
17,Martin Geothermal LLC,17,5,,,95814
18,Edward Bailey - Polymath Performance,17,5,20,,95814
19,TallulahEnterprises,17,,,,95814
20,JN Dot Compliance Specialist,17,5,,,95814
21,Bill's Statistical Service,17,5,,,95814
22,Sauls Bookkeeping Services,17,,,,95814
23,MariAnne Torres Consultancy,17,5,,,95814
24,Priess King & Company,17,5,14,,95814
25,"Dr Ball Public Health Consulting, LLC",17,,,,95814
26,Ryan's Science & Math Tutoring,17,4.5,11,,95814
27,Advanced Practice Psychiatric Nurse (Nurse Prac...,17,,,,95814
28,blasecroc,17,5,,,95814
29,"Washington Accounting Services, Inc.",17,,,,95814
